# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 240:         4.790       52.318      -3.30  SCHIPHOL
# 260:         5.180       52.100       1.90  DE BILT
# 269:         5.520       52.458      -3.70  LELYSTAD
# 270:         5.752       53.224       1.20  LEEUWARDEN
# 280:         6.585       53.125       5.20  EELDE
# 283:         6.657       52.069      29.10  HUPSEL
# 290:         6.891       52.274      34.80  TWENTHE
# 312:         3.622       51.768       0.00  OOSTERSCHELDE
# 319:         3.861       51.226       1.70  WESTDORPE
# 344:         4.447       51.962      -4.30  ROTTERDAM
# 370:         5.377       51.451      22.60  EINDHOVEN
# 380:         5.762       50.906     114.30  MAASTRICHT
# 
# YYYYMMDD = Datum (YYYY=jaar MM=maand DD=dag); 
# TX       = Maximum temperatuur (in 0.1 graden Celsius); 
# 
# STN,YYYYMMDD,   TX
# 
  344,20170829,  283
  344,20170830,  216
  344,20170831,  193
  344,20170901,  182
  344,20170902,  195
  344,20170903,  200
  344,20170904,  203
  344,20170905,  222
  344,20170906,  186
  344,20170907,  187
  344,20170908,  164
  344,20170909,  182
  344,20170910,  179
  344,20170911,  167
  344,20170912,  176
  344,20170913,  173
  344,20170914,  144
  344,20170915,  162
  344,20170916,  134
  344,20170917,  168
  344,20170918,  165
  344,20170919,  182
  344,20170920,  183
  344,20170921,  190
  344,20170922,  195
  344,20170923,  189
  344,20170924,  205
  344,20170925,  180
  344,20170926,  178
  344,20170927,  208
  344,20170928,  200
  344,20170929,  236
  344,20170930,  164
  344,20171001,  168
  344,20171002,  178
  344,20171003,  163
  344,20171004,  150
  344,20171005,  164
  344,20171006,  152
  344,20171007,  152
  344,20171008,  163
  344,20171009,  149
  344,20171010,  158
  344,20171011,  162
  344,20171012,  161
  344,20171013,  186
  344,20171014,  198
  344,20171015,  225
  344,20171016,  246
  344,20171017,  160
  344,20171018,  179
  344,20171019,  209
  344,20171020,  170
  344,20171021,  173
  344,20171022,  130
  344,20171023,  159
  344,20171024,  167
  344,20171025,  172
  344,20171026,  172
  344,20171027,  150
  344,20171028,  152
  344,20171030,  118
  344,20171031,  125
  344,20171101,  134
  344,20171102,  137
  344,20171103,  135
  344,20171104,  134
  344,20171105,  112
  344,20171106,  111
  344,20171107,   98
  344,20171108,   81
  344,20171109,  117
  344,20171110,  127
  344,20171111,  111
  344,20171112,   77
  344,20171113,  108
  344,20171114,   96
  344,20171115,  109
  344,20171116,  115
  344,20171117,  110
  344,20171118,  104
  344,20171119,  104
  344,20171120,  125
  344,20171121,  127
  344,20171122,  128
  344,20171123,  142
  344,20171124,   92
  344,20171125,   76
  344,20171126,   81
  344,20171127,  101
  344,20171128,   84
  344,20171129,   77
  344,20171130,   57
  344,20171201,   39
  370,20161201,   76
  370,20161202,   99
  370,20161203,   63
  370,20161204,   41
  370,20161205,   57
  370,20161206,   77
  370,20161207,  103
  370,20161208,   94
  370,20161209,  123
  370,20161210,   94
  370,20161211,  102
  370,20161212,   82
  370,20161213,   77
  370,20161214,  100
  370,20161215,   79
  370,20161216,   79
  370,20161217,   71
  370,20161218,   82
  370,20161219,   78
  370,20161220,   48
  370,20161221,   78
  370,20161222,   65
  370,20161223,   83
  370,20161224,   90
  370,20161225,  110
  370,20161226,  111
  370,20161227,   87
  370,20161228,   47
  370,20161229,   33
  370,20161230,   36
  370,20161231,    6
  370,20170101,    4
  370,20170102,   63
  370,20170103,   47
  370,20170104,   64
  370,20170105,   33
  370,20170106,   -2
  370,20170107,    8
  370,20170108,   53
  370,20170109,   59
  370,20170110,   64
  370,20170111,  102
  370,20170112,   74
  370,20170113,   46
  370,20170114,   37
  370,20170115,   30
  370,20170116,    1
  370,20170117,    4
  370,20170118,   -8
  370,20170119,   33
  370,20170120,   45
  370,20170121,   50
  370,20170122,   35
  370,20170123,   14
  370,20170124,   20
  370,20170125,    2
  370,20170126,   14
  370,20170127,   85
  370,20170128,  109
  370,20170129,   77
  370,20170130,   77
  370,20170131,   51
  370,20170201,   60
  370,20170202,  142
  370,20170203,  122
  370,20170204,   76
  370,20170205,   88
  370,20170206,   83
  370,20170207,   57
  370,20170208,   35
  370,20170209,   15
  370,20170210,    0
  370,20170211,   16
  370,20170212,   67
  370,20170213,   83
  370,20170214,  114
  370,20170215,  166
  370,20170216,  115
  370,20170217,   97
  370,20170218,  110
  370,20170219,   82
  370,20170220,  113
  370,20170221,  131
  370,20170222,  111
  370,20170223,  114
  370,20170224,   85
  370,20170225,   87
  370,20170226,  106
  370,20170227,  124
  370,20170228,   88
  370,20170301,   97
  370,20170302,   89
  370,20170303,  111
  370,20170304,  145
  370,20170305,  108
  370,20170306,   91
  370,20170307,   97
  370,20170308,  108
  370,20170309,  137
  370,20170310,  118
  370,20170311,  133
  370,20170312,  161
  370,20170313,  148
  370,20170314,  166
  370,20170315,  155
  370,20170316,  179
  370,20170317,  112
  370,20170318,  126
  370,20170319,  136
  370,20170320,  120
  370,20170321,  111
  370,20170322,  131
  370,20170323,  148
  370,20170324,  144
  370,20170325,  159
  370,20170326,  148
  370,20170327,  183
  370,20170328,  210
  370,20170329,  169
  370,20170330,  232
  370,20170331,  234
  370,20170401,  140
  370,20170402,  175
  370,20170403,  156
  370,20170404,  172
  370,20170405,  142
  370,20170406,  111
  370,20170407,  136
  370,20170408,  156
  370,20170409,  236
  370,20170410,  149
  370,20170411,  156
  370,20170412,  135
  370,20170413,  140
  370,20170414,  120
  370,20170415,  129
  370,20170416,  121
  370,20170417,  119
  370,20170418,  112
  370,20170419,   99
  370,20170420,  131
  370,20170421,  162
  370,20170422,  116
  370,20170423,  114
  370,20170424,  160
  370,20170425,  116
  370,20170426,  121
  370,20170427,  118
  370,20170428,  125
  370,20170429,  136
  370,20170430,  203
  370,20170501,  146
  370,20170502,  150
  370,20170503,  152
  370,20170504,  152
  370,20170505,  119
  370,20170506,  207
  370,20170507,  167
  370,20170508,  159
  370,20170509,  152
  370,20170510,  184
  370,20170511,  243
  370,20170512,  230
  370,20170513,  219
  370,20170514,  222
  370,20170515,  230
  370,20170516,  284
  370,20170517,  308
  370,20170518,  220
  370,20170519,  174
  370,20170520,  184
  370,20170521,  207
  370,20170522,  258
  370,20170523,  226
  370,20170524,  243
  370,20170525,  252
  370,20170526,  279
  370,20170527,  334
  370,20170528,  276
  370,20170529,  323
  370,20170530,  249
  370,20170531,  246
  370,20170601,  258
  370,20170602,  286
  370,20170603,  249
  370,20170604,  215
  370,20170605,  233
  370,20170606,  187
  370,20170607,  200
  370,20170608,  250
  370,20170609,  208
  370,20170610,  255
  370,20170611,  288
  370,20170612,  195
  370,20170613,  212
  370,20170614,  256
  370,20170615,  297
  370,20170616,  208
  370,20170617,  239
  370,20170618,  282
  370,20170619,  324
  370,20170620,  315
  370,20170621,  313
  370,20170622,  350
  370,20170623,  265
  370,20170624,  190
  370,20170625,  215
  370,20170626,  238
  370,20170627,  199
  370,20170628,  222
  370,20170629,  228
  370,20170630,  231
  370,20170701,  196
  370,20170702,  210
  370,20170703,  245
  370,20170704,  243
  370,20170705,  274
  370,20170706,  289
  370,20170707,  289
  370,20170708,  277
  370,20170709,  249
  370,20170710,  274
  370,20170711,  231
  370,20170712,  191
  370,20170713,  217
  370,20170714,  216
  370,20170715,  222
  370,20170716,  231
  370,20170717,  242
  370,20170718,  279
  370,20170719,  306
  370,20170720,  269
  370,20170721,  253
  370,20170722,  267
  370,20170723,  214
  370,20170724,  199
  370,20170725,  209
  370,20170726,  241
  370,20170727,  222
  370,20170728,  222
  370,20170729,  244
  370,20170730,  260
  370,20170731,  244
  370,20170801,  237
  370,20170802,  232
  370,20170803,  247
  370,20170804,  237
  370,20170805,  208
  370,20170806,  223
  370,20170807,  243
  370,20170808,  182
  370,20170809,  221
  370,20170810,  178
  370,20170811,  219
  370,20170812,  221
  370,20170813,  216
  370,20170814,  262
  370,20170815,  247
  370,20170816,  243
  370,20170817,  207
  370,20170818,  207
  370,20170819,  194
  370,20170820,  202
  370,20170821,  229
  370,20170822,  245
  370,20170823,  279
  370,20170824,  238
  370,20170825,  245
  370,20170826,  262
  370,20170827,  255
  370,20170828,  284
  370,20170829,  313
  370,20170830,  239
  370,20170831,  201
  370,20170901,  214
  370,20170902,  210
  370,20170903,  215
  370,20170904,  212
  370,20170905,  242
  370,20170906,  192
  370,20170907,  199
  370,20170908,  164
  370,20170909,  180
  370,20170910,  183
  370,20170911,  182
  370,20170912,  185
  370,20170913,  194
  370,20170914,  147
  370,20170915,  164
  370,20170916,  157
  370,20170917,  173
  370,20170918,  154
  370,20170919,  173
  370,20170920,  185
  370,20170921,  192
  370,20170922,  200
  370,20170923,  182
  370,20170924,  206
  370,20170925,  189
  370,20170926,  182
  370,20170927,  219
  370,20170928,  217
  370,20170929,  246
  370,20170930,  165
  370,20171001,  182
  370,20171002,  195
  370,20171003,  168
  370,20171004,  150
  370,20171005,  160
  370,20171006,  150
  370,20171007,  129
  370,20171008,  151
  370,20171009,  157
  370,20171010,  166
  370,20171011,  163
  370,20171012,  169
  370,20171013,  203
  370,20171014,  216
  370,20171015,  240
  370,20171016,  255
  370,20171017,  170
  370,20171018,  217
  370,20171019,  221
  370,20171020,  170
  370,20171021,  182
  370,20171022,  128
  370,20171023,  153
  370,20171024,  166
  370,20171025,  165
  370,20171026,  170
  370,20171027,  149
  370,20171028,  148
  370,20171030,  119
  370,20171031,  107
  370,20171101,  142
  370,20171102,  135
  370,20171103,  137
  370,20171104,  156
  370,20171105,  113
  370,20171106,  107
  370,20171107,   96
  370,20171108,   72
  370,20171109,  100
  370,20171110,  129
  370,20171111,   82
  370,20171112,   76
  370,20171113,  103
  370,20171114,   95
  370,20171115,   95
  370,20171116,  100
  370,20171117,  101
  370,20171118,   83
  370,20171119,  102
  370,20171120,  112
  370,20171121,  120
  370,20171122,  136
  370,20171123,  160
  370,20171124,   96
  370,20171125,   74
  370,20171126,   69
  370,20171127,   82
  370,20171128,   75
  370,20171129,   33
  370,20171130,   37
  370,20171201,   38
  380,20161201,   56
  380,20161202,   86
  380,20161203,   44
  380,20161204,   31
  380,20161205,   69
  380,20161206,   93
  380,20161207,  102
  380,20161208,   90
  380,20161209,  127
  380,20161210,  101
  380,20161211,  103
  380,20161212,   76
  380,20161213,   81
  380,20161214,  120
  380,20161215,   91
  380,20161216,   83
  380,20161217,   60
  380,20161218,   67
  380,20161219,   69
  380,20161220,   39
  380,20161221,   67
  380,20161222,   65
  380,20161223,   77
  380,20161224,   79
  380,20161225,   97
  380,20161226,  105
  380,20161227,   74
  380,20161228,   41
  380,20161229,   34
  380,20161230,   52
  380,20161231,   18
  380,20170101,    6
  380,20170102,    4
  380,20170103,   26
  380,20170104,   57
  380,20170105,   27
  380,20170106,   -7
  380,20170107,    3
  380,20170108,   28
  380,20170109,   49
  380,20170110,   53
  380,20170111,   82
  380,20170112,   66
  380,20170113,   34
  380,20170114,   30
  380,20170115,   19
  380,20170116,   12
  380,20170117,   -7
  380,20170118,   -5
  380,20170119,   13
  380,20170120,   44
  380,20170121,   42
  380,20170122,   27
  380,20170123,   -2
  380,20170124,   12
  380,20170125,   -4
  380,20170126,   12
  380,20170127,  100
  380,20170128,   95
  380,20170129,   77
  380,20170130,   71
  380,20170131,   34
  380,20170201,   82
  380,20170202,  123
  380,20170203,  122
  380,20170204,   79
  380,20170205,   75
  380,20170206,   76
  380,20170207,   60
  380,20170208,   53
  380,20170209,   38
  380,20170210,   10
  380,20170211,   33
  380,20170212,   71
  380,20170213,   73
  380,20170214,  117
  380,20170215,  171
  380,20170216,  131
  380,20170217,   84
  380,20170218,  105
  380,20170219,   90
  380,20170220,  104
  380,20170221,  101
  380,20170222,  102
  380,20170223,  103
  380,20170224,   70
  380,20170225,   79
  380,20170226,  120
  380,20170227,  132
  380,20170228,   79
  380,20170301,   91
  380,20170302,   88
  380,20170303,  120
  380,20170304,  138
  380,20170305,  101
  380,20170306,   66
  380,20170307,  101
  380,20170308,  106
  380,20170309,  142
  380,20170310,  110
  380,20170311,  135
  380,20170312,  158
  380,20170313,  151
  380,20170314,  148
  380,20170315,  152
  380,20170316,  178
  380,20170317,  115
  380,20170318,  118
  380,20170319,  124
  380,20170320,  130
  380,20170321,  107
  380,20170322,  121
  380,20170323,  157
  380,20170324,  140
  380,20170325,  151
  380,20170326,  147
  380,20170327,  178
  380,20170328,  198
  380,20170329,  156
  380,20170330,  222
  380,20170331,  230
  380,20170401,  147
  380,20170402,  168
  380,20170403,  143
  380,20170404,  157
  380,20170405,  133
  380,20170406,  102
  380,20170407,  137
  380,20170408,  155
  380,20170409,  230
  380,20170410,  147
  380,20170411,  147
  380,20170412,  154
  380,20170413,  133
  380,20170414,  118
  380,20170415,  113
  380,20170416,  113
  380,20170417,  113
  380,20170418,  108
  380,20170419,   88
  380,20170420,  120
  380,20170421,  155
  380,20170422,  117
  380,20170423,  113
  380,20170424,  154
  380,20170425,   98
  380,20170426,  113
  380,20170427,  106
  380,20170428,  123
  380,20170429,  136
  380,20170430,  201
  380,20170501,  138
  380,20170502,  124
  380,20170503,  158
  380,20170504,  151
  380,20170505,  130
  380,20170506,  207
  380,20170507,  160
  380,20170508,  120
  380,20170509,  143
  380,20170510,  183
  380,20170511,  230
  380,20170512,  228
  380,20170513,  210
  380,20170514,  205
  380,20170515,  221
  380,20170516,  270
  380,20170517,  299
  380,20170518,  209
  380,20170519,  166
  380,20170520,  178
  380,20170521,  209
  380,20170522,  253
  380,20170523,  227
  380,20170524,  233
  380,20170525,  238
  380,20170526,  270
  380,20170527,  323
  380,20170528,  282
  380,20170529,  320
  380,20170530,  239
  380,20170531,  240
  380,20170601,  261
  380,20170602,  284
  380,20170603,  251
  380,20170604,  205
  380,20170605,  235
  380,20170606,  177
  380,20170607,  186
  380,20170608,  250
  380,20170609,  212
  380,20170610,  255
  380,20170611,  287
  380,20170612,  196
  380,20170613,  211
  380,20170614,  260
  380,20170615,  303
  380,20170616,  203
  380,20170617,  237
  380,20170618,  277
  380,20170619,  320
  380,20170620,  322
  380,20170621,  315
  380,20170622,  347
  380,20170623,  256
  380,20170624,  224
  380,20170625,  223
  380,20170626,  248
  380,20170627,  222
  380,20170628,  228
  380,20170629,  225
  380,20170630,  229
  380,20170701,  165
  380,20170702,  204
  380,20170703,  235
  380,20170704,  244
  380,20170705,  279
  380,20170706,  288
  380,20170707,  295
  380,20170708,  276
  380,20170709,  263
  380,20170710,  269
  380,20170711,  235
  380,20170712,  189
  380,20170713,  217
  380,20170714,  234
  380,20170715,  218
  380,20170716,  219
  380,20170717,  237
  380,20170718,  288
  380,20170719,  312
  380,20170720,  266
  380,20170721,  259
  380,20170722,  266
  380,20170723,  190
  380,20170724,  189
  380,20170725,  194
  380,20170726,  241
  380,20170727,  215
  380,20170728,  216
  380,20170729,  273
  380,20170730,  255
  380,20170731,  254
  380,20170801,  222
  380,20170802,  235
  380,20170803,  248
  380,20170804,  225
  380,20170805,  206
  380,20170806,  221
  380,20170807,  238
  380,20170808,  179
  380,20170809,  212
  380,20170810,  164
  380,20170811,  200
  380,20170812,  188
  380,20170813,  223
  380,20170814,  256
  380,20170815,  238
  380,20170816,  240
  380,20170817,  223
  380,20170818,  199
  380,20170819,  192
  380,20170820,  195
  380,20170821,  217
  380,20170822,  240
  380,20170823,  281
  380,20170824,  231
  380,20170825,  234
  380,20170826,  259
  380,20170827,  247
  380,20170828,  281
  380,20170829,  309
  380,20170830,  253
  380,20170831,  189
  380,20170901,  206
  380,20170902,  197
  380,20170903,  208
  380,20170904,  201
  380,20170905,  249
  380,20170906,  188
  380,20170907,  186
  380,20170908,  162
  380,20170909,  162
  380,20170910,  176
  380,20170911,  178
  380,20170912,  179
  380,20170913,  174
  380,20170914,  149
  380,20170915,  159
  380,20170916,  159
  380,20170917,  171
  380,20170918,  164
  380,20170919,  159
  380,20170920,  171
  380,20170921,  195
  380,20170922,  189
  380,20170923,  172
  380,20170924,  195
  380,20170925,  196
  380,20170926,  201
  380,20170927,  215
  380,20170928,  222
  380,20170929,  244
  380,20170930,  173
  380,20171001,  176
  380,20171002,  193
  380,20171003,  161
  380,20171004,  145
  380,20171005,  153
  380,20171006,  142
  380,20171007,  110
  380,20171008,  145
  380,20171009,  156
  380,20171010,  159
  380,20171011,  157
  380,20171012,  166
  380,20171013,  190
  380,20171014,  217
  380,20171015,  242
  380,20171016,  255
  380,20171017,  188
  380,20171018,  215
  380,20171019,  216
  380,20171020,  168
  380,20171021,  168
  380,20171022,  130
  380,20171023,  138
  380,20171024,  156
  380,20171025,  165
  380,20171026,  163
  380,20171027,  141
  380,20171028,  137
  380,20171030,  110
  380,20171031,  104
  380,20171101,  142
  380,20171102,  119
  380,20171103,  134
  380,20171104,  154
  380,20171105,  116
  380,20171106,  102
  380,20171107,   81
  380,20171108,   64
  380,20171109,   79
  380,20171110,  101
  380,20171111,   76
  380,20171112,   66
  380,20171113,   91
  380,20171114,   94
  380,20171115,   94
  380,20171116,  103
  380,20171117,   94
  380,20171118,   67
  380,20171119,   86
  380,20171120,   97
  380,20171121,  102
  380,20171122,  134
  380,20171123,  153
  380,20171124,   98
  380,20171125,   64
  380,20171126,   52
  380,20171127,   76
  380,20171128,   77
  380,20171129,   29
  380,20171130,   32
  380,20171201,   37
